"h1","h2","team","competition","n_matches","wins","percentage_wins"
"Abaddon","Alchemist","Vega Squadron","Kiev",1,0,0
"Abaddon","Anti-Mage","Sacola de lixo","Kiev",1,0,0
"Abaddon","Anti-Mage","Team VGJ","Kiev",1,1,100
"Abaddon","Bounty Hunter","Team VGJ","Kiev",1,0,0
"Abaddon","Brewmaster","C","Kiev",3,0,0
"Abaddon","Bristleback","compLexity Gaming","Kiev",1,0,0
"Abaddon","Centaur Warrunner","compLexity Gaming","Kiev",1,1,100
"Abaddon","Crystal Maiden","Digital Chaos","Kiev",2,1,50
"Abaddon","Crystal Maiden","Team VGJ","Kiev",1,1,100
"Abaddon","Dragon Knight","Digital Chaos","Kiev",2,1,50
"Abaddon","Earth Spirit","Danish Bears","Kiev",1,1,100
"Abaddon","Earth Spirit","Team Onyx","Kiev",4,3,75
"Abaddon","Elder Titan","Team NP","Kiev",1,1,100
"Abaddon","Ember Spirit","Team Onyx","Kiev",1,1,100
"Abaddon","Io","compLexity Gaming","Kiev",1,1,100
"Abaddon","Io","Team NP","Kiev",1,0,0
"Abaddon","Juggernaut","compLexity Gaming","Kiev",1,1,100
"Abaddon","Juggernaut","Team Onyx","Kiev",2,2,100
"Abaddon","Juggernaut","Team VGJ","Kiev",1,0,0
"Abaddon","Keeper of the Light","Team Onyx","Kiev",2,2,100
"Abaddon","Legion Commander","C","Kiev",1,0,0
"Abaddon","Leshrac","C","Kiev",1,0,0
"Abaddon","Lifestealer","compLexity Gaming","Boston",1,1,100
"Abaddon","Lifestealer","Team Onyx","Kiev",1,1,100
"Abaddon","Lifestealer","Team VGJ","Kiev",1,1,100
"Abaddon","Lina","Team VGJ","Kiev",1,1,100
"Abaddon","Lion","Team VGJ","Kiev",1,0,0
"Abaddon","Luna","Vega Squadron","Kiev",1,0,0
"Abaddon","Lycan","Evil Geniuses","Kiev",1,0,0
"Abaddon","Medusa","Team Onyx","Kiev",2,1,50
"Abaddon","Medusa","Team VGJ","Kiev",1,1,100
"Abaddon","Meepo","Team Onyx","Kiev",2,2,100
"Abaddon","Mirana","compLexity Gaming","Boston",2,1,50
"Abaddon","Monkey King","Digital Chaos","Kiev",2,1,50
"Abaddon","Night Stalker","Team VGJ","Kiev",1,1,100
"Abaddon","Nyx Assassin","compLexity Gaming","Boston",1,1,100
"Abaddon","Ogre Magi","compLexity Gaming","Kiev",1,1,100
"Abaddon","Ogre Magi","Faceless","Kiev",2,2,100
"Abaddon","Ogre Magi","Team NP","Kiev",1,1,100
"Abaddon","Outworld Devourer","C","Kiev",1,0,0
"Abaddon","Outworld Devourer","Team Onyx","Kiev",1,1,100
"Abaddon","Phantom Lancer","Team VGJ","Kiev",1,0,0
"Abaddon","Phoenix","Team VGJ","Kiev",1,1,100
"Abaddon","Puck","Team VGJ","Kiev",1,1,100
"Abaddon","Pudge","","Kiev",2,1,50
"Abaddon","Riki","Evil Geniuses","Kiev",2,1,50
"Abaddon","Sand King","Team Freedom Dota 2","Boston",1,1,100
"Abaddon","Sand King","Team Freedom Dota 2","Kiev",1,0,0
"Abaddon","Shadow Demon","Vega Squadron","Kiev",1,0,0
"Abaddon","Shadow Fiend","Digital Chaos","Kiev",1,0,0
"Abaddon","Shadow Fiend","Team Freedom Dota 2","Kiev",2,0,0
"Abaddon","Silencer","Team Onyx","Kiev",1,0,0
"Abaddon","Slardar","compLexity Gaming","Boston",1,0,0
"Abaddon","Slardar","Team NP","Kiev",1,1,100
"Abaddon","Slardar","Team Onyx","Kiev",5,3,60
"Abaddon","Slark","compLexity Gaming","Boston",1,0,0
"Abaddon","Slark","Digital Chaos","Kiev",1,0,0
"Abaddon","Spectre","Evil Geniuses","Kiev",1,1,100
"Abaddon","Spirit Breaker","compLexity Gaming","Kiev",2,1,50
"Abaddon","Spirit Breaker","Faceless","Kiev",1,0,0
"Abaddon","Spirit Breaker","Team NP","Kiev",1,0,0
"Abaddon","Spirit Breaker","Team Onyx","Kiev",1,1,100
"Abaddon","Storm Spirit","Team Onyx","Kiev",2,1,50
"Abaddon","Sven","Team Freedom Dota 2","Boston",1,1,100
"Abaddon","Templar Assassin","Not Today !","Kiev",1,0,0
"Abaddon","Terrorblade","Team Freedom Dota 2","Boston",1,1,100
"Abaddon","Treant Protector","Team VGJ","Kiev",1,1,100
"Abaddon","Undying","Digital Chaos","Kiev",1,0,0
"Abaddon","Undying","Not Today !","Kiev",1,0,0
"Abaddon","Undying","Unknown Team","Kiev",1,1,100
"Abaddon","Ursa","Team NP","Kiev",1,0,0
"Abaddon","Ursa","Unknown Team","Kiev",1,1,100
"Abaddon","Vengeful Spirit","","Kiev",1,0,0
"Abaddon","Vengeful Spirit","C","Kiev",1,0,0
"Abaddon","Vengeful Spirit","compLexity Gaming","Kiev",1,1,100
"Abaddon","Vengeful Spirit","Danish Bears","Kiev",1,1,100
"Abaddon","Vengeful Spirit","Digital Chaos","Kiev",1,0,0
"Abaddon","Vengeful Spirit","MVP Phoenix","Boston",1,0,0
"Abaddon","Vengeful Spirit","Not Today !","Kiev",1,0,0
"Abaddon","Vengeful Spirit","Team NP","Kiev",1,1,100
"Abaddon","Vengeful Spirit","Team Onyx","Kiev",1,1,100
"Abaddon","Vengeful Spirit","Team VGJ","Kiev",1,1,100
"Abaddon","Warlock","Not Today !","Kiev",1,0,0
"Abaddon","Warlock","Team Onyx","Kiev",3,3,100
"Abaddon","Warlock","Team VGJ","Kiev",2,2,100
"Abaddon","Weaver","Digital Chaos","Kiev",1,1,100
"Abaddon","Weaver","Team Onyx","Kiev",4,2,50
"Abaddon","Witch Doctor","Digital Chaos","Kiev",1,0,0
"Alchemist","Abaddon","compLexity Gaming","Kiev",2,2,100
"Alchemist","Abaddon","Team NP","Kiev",2,1,50
"Alchemist","Ancient Apparition","EHOME","Boston",1,1,100
"Alchemist","Axe","Digital Chaos","Boston",1,1,100
"Alchemist","Axe","Mineski","Boston",1,1,100
"Alchemist","Axe","TNC Pro Team","Boston",1,0,0
"Alchemist","Axe","Vici Gaming Potential","Kiev",1,0,0
"Alchemist","Batrider","iG.Vitality","Boston",1,0,0
"Alchemist","Batrider","Ninjas in Pyjamas","Kiev",1,1,100
"Alchemist","Batrider","OG Dota2","Boston",1,1,100
"Alchemist","Batrider","OG Dota2","Kiev",1,1,100
"Alchemist","Batrider","Team AD FINEM","Boston",1,1,100
"Alchemist","Beastmaster","compLexity Gaming","Boston",1,0,0
"Alchemist","Bounty Hunter","Team AD FINEM","Boston",1,1,100
"Alchemist","Bounty Hunter","TNC Pro Team","Kiev",1,1,100
"Alchemist","Brewmaster","","Kiev",1,0,0
"Alchemist","Bristleback","Faceless","Kiev",1,0,0
"Alchemist","Centaur Warrunner","is GG","Kiev",1,0,0
"Alchemist","Centaur Warrunner","MAD KINGS","Kiev",1,0,0
"Alchemist","Centaur Warrunner","Mineski","Kiev",2,1,50
"Alchemist","Chen","Evil Geniuses","Boston",1,1,100
"Alchemist","Clinkz","Mineski","Kiev",1,0,0
"Alchemist","Clockwerk","Alliance","Kiev",2,1,50
"Alchemist","Clockwerk","EHOME","Boston",1,1,100
"Alchemist","Clockwerk","Escape Gaming","Boston",1,0,0
"Alchemist","Clockwerk","Faceless","Kiev",1,1,100
"Alchemist","Clockwerk","iG.Vitality","Kiev",1,0,0
"Alchemist","Crystal Maiden","Alliance","Kiev",2,2,100
"Alchemist","Crystal Maiden","Faceless","Boston",2,2,100
"Alchemist","Crystal Maiden","Mineski","Kiev",1,0,0
"Alchemist","Crystal Maiden","Ninjas in Pyjamas","Kiev",1,0,0
"Alchemist","Crystal Maiden","Team Random","Kiev",1,0,0
"Alchemist","Crystal Maiden","TNC Pro Team","Kiev",1,1,100
"Alchemist","Dark Seer","Evil Geniuses","Boston",1,1,100
"Alchemist","Dark Seer","iG.Vitality","Kiev",1,0,0
"Alchemist","Dark Seer","Ninjas in Pyjamas","Kiev",3,2,67
"Alchemist","Dark Seer","Team AD FINEM","Boston",1,0,0
"Alchemist","Dark Seer","Team NP","Boston",1,0,0
"Alchemist","Dazzle","Mineski","Kiev",2,1,50
"Alchemist","Dazzle","Team NP","Kiev",1,1,100
"Alchemist","Disruptor","Mineski","Boston",1,0,0
"Alchemist","Elder Titan","Escape Gaming","Boston",1,0,0
"Alchemist","Elder Titan","Ninjas in Pyjamas","Kiev",1,0,0
"Alchemist","Elder Titan","OG Dota2","Kiev",1,1,100
"Alchemist","Elder Titan","Team NP","Kiev",3,2,67
"Alchemist","Enchantress","Virtus.pro","Kiev",1,0,0
"Alchemist","Io","Alliance","Kiev",1,0,0
"Alchemist","Io","compLexity Gaming","Kiev",1,1,100
"Alchemist","Io","LGD-GAMING","Boston",1,1,100
"Alchemist","Io","Team NP","Kiev",1,0,0
"Alchemist","Jakiro","Faceless","Boston",1,1,100
"Alchemist","Juggernaut","Alliance","Kiev",2,2,100
"Alchemist","Juggernaut","compLexity Gaming","Kiev",1,1,100
"Alchemist","Juggernaut","Escape Gaming","Boston",1,0,0
"Alchemist","Juggernaut","KINGAO + 4","Boston",1,0,0
"Alchemist","Juggernaut","Ninjas in Pyjamas","Kiev",1,1,100
"Alchemist","Juggernaut","OG Dota2","Boston",1,1,100
"Alchemist","Juggernaut","TNC Pro Team","Kiev",1,1,100
"Alchemist","Juggernaut","Vega Squadron","Kiev",1,0,0
"Alchemist","Kunkka","Faceless","Kiev",1,0,0
"Alchemist","Legion Commander","compLexity Gaming","Boston",1,1,100
"Alchemist","Legion Commander","LGD-GAMING","Boston",1,1,100
"Alchemist","Legion Commander","OG Dota2","Boston",1,1,100
"Alchemist","Legion Commander","Virtus.pro","Kiev",1,0,0
"Alchemist","Lifestealer","Alliance","Boston",1,1,100
"Alchemist","Lifestealer","Alliance","Kiev",1,0,0
"Alchemist","Lifestealer","Evil Geniuses","Boston",2,2,100
"Alchemist","Lifestealer","iG.Vitality","Kiev",1,0,0
"Alchemist","Lifestealer","is GG","Kiev",1,0,0
"Alchemist","Lifestealer","Team NP","Kiev",1,1,100
"Alchemist","Lina","OG Dota2","Boston",1,1,100
"Alchemist","Lina","Vega Squadron","Kiev",1,0,0
"Alchemist","Luna","EHOME","Boston",1,1,100
"Alchemist","Luna","OG Dota2","Boston",1,1,100
"Alchemist","Luna","Team NP","Boston",1,0,0
"Alchemist","Luna","Vega Squadron","Kiev",1,0,0
"Alchemist","Magnus","Alliance","Kiev",1,1,100
"Alchemist","Mirana","compLexity Gaming","Boston",1,0,0
"Alchemist","Mirana","Evil Geniuses","Boston",1,1,100
"Alchemist","Mirana","Fire Dragoon","Kiev",1,0,0
"Alchemist","Mirana","Mineski","Boston",1,1,100
"Alchemist","Mirana","Team AD FINEM","Boston",1,1,100
"Alchemist","Morphling","Faceless","Boston",1,1,100
"Alchemist","Necrophos","Ninjas in Pyjamas","Kiev",1,1,100
"Alchemist","Night Stalker","EHOME","Boston",1,1,100
"Alchemist","Night Stalker","Friends","Kiev",1,0,0
"Alchemist","Night Stalker","iG.Vitality","Boston",1,0,0
"Alchemist","Nyx Assassin","Alliance","Boston",1,1,100
"Alchemist","Nyx Assassin","EHOME","Boston",1,1,100
"Alchemist","Nyx Assassin","Faceless","Kiev",2,2,100
"Alchemist","Nyx Assassin","OG Dota2","Boston",1,1,100
"Alchemist","Nyx Assassin","Team AD FINEM","Boston",1,1,100
"Alchemist","Ogre Magi","Clutch Gamers","Kiev",1,0,0
"Alchemist","Ogre Magi","compLexity Gaming","Kiev",1,1,100
"Alchemist","Ogre Magi","EHOME","Boston",3,3,100
"Alchemist","Ogre Magi","Faceless","Boston",1,1,100
"Alchemist","Ogre Magi","Faceless","Kiev",3,3,100
"Alchemist","Ogre Magi","Mineski","Boston",1,1,100
"Alchemist","Ogre Magi","Mineski","Kiev",1,1,100
"Alchemist","Ogre Magi","Ninjas in Pyjamas","Kiev",3,3,100
"Alchemist","Ogre Magi","OG Dota2","Boston",1,1,100
"Alchemist","Ogre Magi","Team NP","Kiev",1,0,0
"Alchemist","Ogre Magi","TNC Pro Team","Boston",1,0,0
"Alchemist","Omniknight","EHOME","Boston",1,1,100
"Alchemist","Omniknight","TNC Pro Team","Kiev",1,1,100
"Alchemist","Omniknight","Virtus.pro","Kiev",1,0,0
"Alchemist","Outworld Devourer","Mineski","Boston",1,0,0
"Alchemist","Outworld Devourer","Virtus.pro","Kiev",1,0,0
"Alchemist","Pugna","EHOME","Boston",1,1,100
"Alchemist","Queen of Pain","EHOME","Boston",1,1,100
"Alchemist","Riki","Digital Chaos","Kiev",1,0,0
"Alchemist","Rubick","EHOME","Boston",1,1,100
"Alchemist","Rubick","Friends","Kiev",1,0,0
"Alchemist","Rubick","OG Dota2","Boston",1,1,100
"Alchemist","Rubick","Virtus.pro","Kiev",1,0,0
"Alchemist","Sand King","Infamous、","Boston",1,0,0
"Alchemist","Sand King","KINGAO + 4","Boston",1,0,0
"Alchemist","Sand King","LGD.Forever Young","Boston",1,0,0
"Alchemist","Sand King","the wings gaming","Boston",1,1,100
"Alchemist","Shadow Demon","Team NP","Boston",1,0,0
"Alchemist","Shadow Demon","the wings gaming","Boston",1,1,100
"Alchemist","Shadow Demon","Vega Squadron","Kiev",1,0,0
"Alchemist","Silencer","Digital Chaos","Kiev",1,0,0
"Alchemist","Silencer","iG.Vitality","Boston",1,0,0
"Alchemist","Silencer","LGD.Forever Young","Boston",1,0,0
"Alchemist","Slardar","Evil Geniuses","Boston",1,1,100
"Alchemist","Slardar","is GG","Kiev",1,0,0
"Alchemist","Slardar","Mineski","Boston",1,0,0
"Alchemist","Slardar","Team NP","Boston",1,0,0
"Alchemist","Slardar","Team NP","Kiev",2,2,100
"Alchemist","Slardar","the wings gaming","Boston",1,1,100
"Alchemist","Slardar","TNC Pro Team","Boston",1,0,0
"Alchemist","Slardar","Vici Gaming Potential","Kiev",1,0,0
"Alchemist","Spirit Breaker","Evil Geniuses","Boston",1,1,100
"Alchemist","Spirit Breaker","Team NP","Kiev",1,0,0
"Alchemist","Sven","OG Dota2","Boston",1,1,100
"Alchemist","Tidehunter","compLexity Gaming","Boston",1,0,0
"Alchemist","Tidehunter","Faceless","Boston",1,1,100
"Alchemist","Timbersaw","Digital Chaos","Boston",1,1,100
"Alchemist","Timbersaw","Evil Geniuses","Boston",1,1,100
"Alchemist","Timbersaw","OG Dota2","Kiev",1,1,100
"Alchemist","Tiny","Faceless","Boston",1,1,100
"Alchemist","Treant Protector","Evil Geniuses","Boston",1,1,100
"Alchemist","Undying","Faceless","Boston",1,1,100
"Alchemist","Ursa","Friends","Kiev",1,0,0
"Alchemist","Ursa","LGD.Forever Young","Boston",1,0,0
"Alchemist","Ursa","Mineski","Kiev",1,1,100
"Alchemist","Ursa","Team NP","Kiev",1,0,0
"Alchemist","Vengeful Spirit","","Kiev",1,0,0
"Alchemist","Vengeful Spirit","compLexity Gaming","Kiev",1,1,100
"Alchemist","Vengeful Spirit","Digital Chaos","Kiev",1,0,0
"Alchemist","Vengeful Spirit","Ninjas in Pyjamas","Kiev",2,1,50
"Alchemist","Vengeful Spirit","Team NP","Kiev",2,1,50
"Alchemist","Vengeful Spirit","TNC Pro Team","Boston",1,0,0
"Alchemist","Venomancer","Ninjas in Pyjamas","Kiev",2,2,100
"Alchemist","Warlock","iG.Vitality","Kiev",1,0,0
"Alchemist","Warlock","Mineski","Boston",1,1,100
"Alchemist","Warlock","Team AD FINEM","Boston",1,0,0
"Alchemist","Weaver","Vici Gaming Potential","Kiev",1,0,0
"Alchemist","Winter Wyvern","Ninjas in Pyjamas","Kiev",1,1,100
"Alchemist","Winter Wyvern","Team NP","Kiev",1,0,0
"Alchemist","Witch Doctor","Alliance","Boston",1,1,100
"Alchemist","Witch Doctor","is GG","Kiev",1,0,0
"Alchemist","Witch Doctor","Mineski","Boston",1,0,0
"Alchemist","Witch Doctor","Team Random","Kiev",1,0,0
"Ancient Apparition","Anti-Mage","Invictus Gaming","Boston",1,1,100
"Ancient Apparition","Axe","Invictus Gaming","Boston",1,1,100
"Ancient Apparition","Brewmaster","FireDota","Kiev",1,0,0
"Ancient Apparition","Dragon Knight","Virtus.pro","Boston",1,0,0
"Ancient Apparition","Earth Spirit","Invictus Gaming","Boston",1,1,100
"Ancient Apparition","Ember Spirit","Execration","Kiev",1,0,0
"Ancient Apparition","Faceless Void","Faceless","Kiev",1,0,0
"Ancient Apparition","Invoker","Faceless","Kiev",1,0,0
"Ancient Apparition","Invoker","FireDota","Kiev",1,0,0
"Ancient Apparition","Invoker","Invictus Gaming","Boston",1,1,100
"Ancient Apparition","Keeper of the Light","FireDota","Kiev",1,0,0
"Ancient Apparition","Lifestealer","Virtus.pro","Boston",1,0,0
"Ancient Apparition","Luna","EHOME","Boston",1,1,100
"Ancient Apparition","Magnus","Execration","Kiev",1,0,0
"Ancient Apparition","Nyx Assassin","EHOME","Boston",1,1,100
"Ancient Apparition","Nyx Assassin","Faceless","Kiev",1,0,0
"Ancient Apparition","Ogre Magi","EHOME","Boston",1,1,100
"Ancient Apparition","Rubick","iG.Vitality","Boston",1,0,0
"Ancient Apparition","Shadow Fiend","Execration","Kiev",1,0,0
"Ancient Apparition","Slardar","Virtus.pro","Boston",1,0,0
"Ancient Apparition","Undying","Faceless","Kiev",1,0,0
"Ancient Apparition","Weaver","Virtus.pro","Boston",1,0,0
"Anti-Mage","Abaddon","","Kiev",1,0,0
"Anti-Mage","Beastmaster","Planet Odd","Kiev",1,1,100
"Anti-Mage","Clockwerk","Faceless","Kiev",1,1,100
"Anti-Mage","Clockwerk","Natus Vincere","Boston",1,0,0
"Anti-Mage","Crystal Maiden","Team VGJ","Kiev",1,1,100
"Anti-Mage","Disruptor","EHOME.KEEN","Boston",1,0,0
"Anti-Mage","Disruptor","WarriorsGaming.Unity","Kiev",1,0,0
"Anti-Mage","Earth Spirit","EHOME.KEEN","Boston",1,0,0
"Anti-Mage","Elder Titan","Faceless","Kiev",1,1,100
"Anti-Mage","Ember Spirit","Faceless","Kiev",1,1,100
"Anti-Mage","Invoker","B)ears","Kiev",1,1,100
"Anti-Mage","Io","4 protect five","Kiev",1,0,0
"Anti-Mage","Juggernaut","EHOME.KEEN","Boston",1,0,0
"Anti-Mage","Juggernaut","Rex Regum QEON","Kiev",1,1,100
"Anti-Mage","Keeper of the Light","B)ears","Kiev",1,1,100
"Anti-Mage","Lina","Planet Odd","Kiev",1,1,100
"Anti-Mage","Magnus","B)ears","Kiev",1,1,100
"Anti-Mage","Magnus","WarriorsGaming.Unity","Kiev",1,0,0
"Anti-Mage","Nyx Assassin","Faceless","Boston",1,0,0
"Anti-Mage","Omniknight","Faceless","Kiev",1,0,0
"Anti-Mage","Puck","Team VGJ","Kiev",1,1,100
"Anti-Mage","Rubick","","Kiev",2,0,0
"Anti-Mage","Rubick","B)ears","Kiev",1,1,100
"Anti-Mage","Rubick","Team Random","Kiev",1,0,0
"Anti-Mage","Shadow Fiend","WarriorsGaming.Unity","Kiev",1,0,0
"Anti-Mage","Sven","4 protect five","Kiev",1,0,0
"Anti-Mage","Tidehunter","","Kiev",1,0,0
"Anti-Mage","Timbersaw","LGD.Forever Young","Boston",1,1,100
"Anti-Mage","Tinker","","Kiev",1,0,0
"Anti-Mage","Tiny","Faceless","Kiev",1,0,0
"Anti-Mage","Treant Protector","Faceless","Kiev",1,0,0
"Anti-Mage","Undying","Faceless","Boston",1,0,0
"Anti-Mage","Vengeful Spirit","","Kiev",2,0,0
"Anti-Mage","Viper","","Kiev",1,0,0
"Anti-Mage","Warlock","Faceless","Boston",1,0,0
"Anti-Mage","Warlock","Team VGJ","Kiev",1,1,100
"Anti-Mage","Weaver","LGD.Forever Young","Kiev",1,0,0
"Arc Warden","Batrider","OG Dota2","Kiev",1,0,0
"Arc Warden","Bristleback","Faceless","Kiev",1,1,100
"Arc Warden","Clockwerk","Faceless","Kiev",1,0,0
"Arc Warden","Crystal Maiden","Team Liquid","Kiev",1,0,0
"Arc Warden","Dragon Knight","Faceless","Kiev",2,1,50
"Arc Warden","Faceless Void","OG Dota2","Kiev",1,0,0
"Arc Warden","Lifestealer","Team Liquid","Kiev",1,0,0
"Arc Warden","Magnus","FireDota","Kiev",1,1,100
"Arc Warden","Monkey King","OG Dota2","Kiev",1,0,0
"Arc Warden","Nyx Assassin","Execration","Kiev",1,1,100
"Arc Warden","Ogre Magi","FireDota","Kiev",1,1,100
"Arc Warden","Puck","FireDota","Kiev",1,1,100
"Arc Warden","Treant Protector","Faceless","Kiev",1,1,100
"Arc Warden","Undying","Faceless","Kiev",1,0,0
"Axe","Alchemist","Team Empire","Kiev",1,1,100
"Axe","Anti-Mage","Invictus Gaming","Boston",1,1,100
"Axe","Bane","Infamous、","Kiev",1,1,100
"Axe","Batrider","iG.Vitality","Boston",1,1,100
"Axe","Bounty Hunter","Team Liquid","Boston",1,1,100
"Axe","Bounty Hunter","Team VG.J","Boston",1,0,0
"Axe","Centaur Warrunner","CDEC Gaming","Kiev",1,0,0
"Axe","Clockwerk","Not Today !","Kiev",1,1,100
"Axe","Crystal Maiden","Clutch Gamers","Kiev",4,3,75
"Axe","Crystal Maiden","WarriorsGaming.Youth","Kiev",1,1,100
"Axe","Dark Seer","compLexity Gaming","Boston",1,0,0
"Axe","Dazzle","Danish Bears","Boston",1,1,100
"Axe","Dazzle","Infamous、","Kiev",2,0,0
"Axe","Dazzle","Team Empire","Kiev",1,0,0
"Axe","Dazzle","Team NP","Kiev",1,1,100
"Axe","Disruptor","Danish Bears","Kiev",1,0,0
"Axe","Disruptor","LUCCINI GAMING..","Kiev",1,0,0
"Axe","Disruptor","Team VG.J","Boston",2,0,0
"Axe","Disruptor","WarriorsGaming.Unity","Kiev",1,1,100
"Axe","Earthshaker","the wings gaming","Boston",1,1,100
"Axe","Earth Spirit","Danish Bears","Kiev",1,0,0
"Axe","Earth Spirit","Invictus Gaming","Boston",1,1,100
"Axe","Earth Spirit","Invictus Gaming","Kiev",1,0,0
"Axe","Earth Spirit","LGD.Forever Young","Kiev",1,1,100
"Axe","Earth Spirit","LGD-GAMING","Boston",1,1,100
"Axe","Ember Spirit","Clutch Gamers","Kiev",1,1,100
"Axe","Ember Spirit","Infamous、","Kiev",1,1,100
"Axe","Ember Spirit","LGD-GAMING","Boston",1,1,100
"Axe","Gyrocopter","Team VG.J","Boston",1,0,0
"Axe","Invoker","Fire Dragoon","Boston",1,0,0
"Axe","Invoker","Team Liquid","Boston",1,1,100
"Axe","Invoker","TEAM MAX","Kiev",1,0,0
"Axe","Invoker","Team Secret","Boston",1,0,0
"Axe","Invoker","the wings gaming","Boston",1,1,100
"Axe","Invoker","Vega Squadron","Kiev",1,1,100
"Axe","Invoker","Vici Gaming","Boston",1,0,0
"Axe","Invoker","WarriorsGaming.Youth","Kiev",1,0,0
"Axe","Io","Infamous、","Kiev",1,1,100
"Axe","Io","Vega Squadron","Kiev",1,1,100
"Axe","Juggernaut","","Kiev",1,0,0
"Axe","Juggernaut","Invictus Gaming","Boston",2,1,50
"Axe","Juggernaut","LGD-GAMING","Boston",1,1,100
"Axe","Juggernaut","Team Secret","Boston",1,0,0
"Axe","Juggernaut","Vici Gaming","Boston",2,1,50
"Axe","Juggernaut","WarriorsGaming.Unity","Boston",1,1,100
"Axe","Keeper of the Light","MAD KINGS","Kiev",1,1,100
"Axe","Kunkka","Team VG.J","Boston",1,0,0
"Axe","Legion Commander","Team VG.J","Boston",1,0,0
"Axe","Lifestealer","Invictus Gaming","Kiev",1,0,0
"Axe","Lifestealer","LGD.Forever Young","Kiev",1,1,100
"Axe","Lifestealer","LGD-GAMING","Kiev",1,0,0
"Axe","Lion","","Kiev",1,0,0
"Axe","Lone Druid","Invictus Gaming","Kiev",1,0,0
"Axe","Luna","Elements Pro Gaming","Boston",1,1,100
"Axe","Luna","Invictus Gaming","Boston",1,0,0
"Axe","Luna","Prodota Gaming","Boston",1,1,100
"Axe","Luna","Team Empire","Kiev",1,0,0
"Axe","Luna","The Mongolz","Boston",1,0,0
"Axe","Luna","WarriorsGaming.Youth","Kiev",1,1,100
"Axe","Magnus","Team Empire","Kiev",1,1,100
"Axe","Medusa","CDEC Gaming","Kiev",1,0,0
"Axe","Medusa","Clutch Gamers","Kiev",1,1,100
"Axe","Meepo","Virtus.pro","Kiev",1,1,100
"Axe","Mirana","KINGAO + 4","Boston",1,0,0
"Axe","Mirana","LGD-GAMING","Boston",3,3,100
"Axe","Mirana","The Mongolz","Boston",1,0,0
"Axe","Morphling","LGD-GAMING","Boston",1,1,100
"Axe","Morphling","Trust","Boston",1,0,0
"Axe","Naga Siren","LGD-GAMING","Boston",1,1,100
"Axe","Naga Siren","OG Dota2","Kiev",2,2,100
"Axe","Naga Siren","Vici Gaming","Boston",1,1,100
"Axe","Night Stalker","Virtus.pro","Kiev",1,1,100
"Axe","Ogre Magi","Fire Dragoon","Boston",1,0,0
"Axe","Ogre Magi","Team NP","Kiev",1,1,100
"Axe","Ogre Magi","WarriorsGaming.Youth","Kiev",1,0,0
"Axe","Omniknight","Elements Pro Gaming","Boston",1,1,100
"Axe","Omniknight","iG.Vitality","Boston",1,1,100
"Axe","Oracle","Team Empire","Kiev",1,1,100
"Axe","Outworld Devourer","Clutch Gamers","Kiev",1,1,100
"Axe","Outworld Devourer","WarriorsGaming.Unity","Boston",1,0,0
"Axe","Outworld Devourer","WarriorsGaming.Youth","Kiev",1,1,100
"Axe","Phantom Assassin","Fire Dragoon","Boston",1,0,0
"Axe","Phantom Assassin","Team VG.J","Boston",1,0,0
"Axe","Phoenix","TEAM MAX","Kiev",1,0,0
"Axe","Pudge","CDEC Gaming","Kiev",1,0,0
"Axe","Pudge","Danish Bears","Boston",1,1,100
"Axe","Pugna","the wings gaming","Boston",1,1,100
"Axe","Pugna","Vici Gaming","Boston",1,1,100
"Axe","Razor","Geek Fam","Kiev",1,0,0
"Axe","Razor","LGD-GAMING","Boston",2,1,50
"Axe","Rubick","Infamous、","Kiev",4,1,25
"Axe","Rubick","Invictus Gaming","Boston",2,1,50
"Axe","Rubick","LGD-GAMING","Boston",4,4,100
"Axe","Rubick","TEAM MAX","Kiev",1,0,0
"Axe","Rubick","Vici Gaming","Boston",1,0,0
"Axe","Rubick","WarriorsGaming.Unity","Boston",1,1,100
"Axe","Rubick","WarriorsGaming.Youth","Kiev",1,0,0
"Axe","Sand King","Elements Pro Gaming","Boston",1,1,100
"Axe","Sand King","Prodota Gaming","Boston",1,1,100
"Axe","Shadow Demon","","Kiev",1,0,0
"Axe","Shadow Demon","Elements Pro Gaming","Boston",1,1,100
"Axe","Shadow Demon","Prodota Gaming","Boston",1,1,100
"Axe","Shadow Demon","Team Empire","Kiev",1,1,100
"Axe","Shadow Demon","Team Liquid","Boston",1,1,100
"Axe","Shadow Fiend","Not Today !","Kiev",1,1,100
"Axe","Shadow Fiend","Team Empire","Kiev",1,1,100
"Axe","Silencer","iG.Vitality","Boston",1,1,100
"Axe","Silencer","Infamous、","Kiev",1,0,0
"Axe","Silencer","Young Elite","Kiev",1,0,0
"Axe","Slardar","Geek Fam","Kiev",1,0,0
"Axe","Slardar","Invictus Gaming","Kiev",1,0,0
"Axe","Slardar","Vici Gaming Potential","Kiev",1,0,0
"Axe","Slardar","WarriorsGaming.Youth","Kiev",1,1,100
"Axe","Slark","WarriorsGaming.Youth","Kiev",1,0,0
"Axe","Sniper","Team Empire","Kiev",1,0,0
"Axe","Storm Spirit","","Kiev",1,0,0
"Axe","Storm Spirit","Infamous、","Boston",1,1,100
"Axe","Storm Spirit","LGD-GAMING","Boston",1,1,100
"Axe","Storm Spirit","LUCCINI GAMING..","Kiev",1,0,0
"Axe","Storm Spirit","Prodota Gaming","Boston",1,1,100
"Axe","Storm Spirit","WarriorsGaming.Unity","Boston",1,1,100
